payment_id,order_id,payment_date,payment_amount,payment_method,payment_status
d4649f40-cc04-4223-be75-7801145b7f77,f4d080f4-ce49-4286-9e29-b9d6297b856f,2024-10-27,313.94,paypal,completed
7dcc3fe2-0c39-4ffe-9035-ee4bec343875,27297b26-3868-463c-94cf-61b26a4e4341,2024-04-28,205.18,bank transfer,completed
98c7c1c7-84cd-45c1-b589-d7413e43521e,0796004d-655d-4ac4-b9e0-19e711573dd2,2022-02-17,271.72,bank transfer,pending
be79018a-e0d6-4cc9-9cba-56bd93b901af,0ae275c6-f1c7-48ea-b7c6-606b05222f77,2023-11-09,26.6,paypal,completed
08d2a597-d341-4387-9937-9baed7df16e5,226e17d2-2c8a-4208-81cd-d68e49665fd8,2022-07-17,221.94,bank transfer,failed
4c3f7453-f23a-4909-817d-affbcd04dab8,69feac7c-569b-4ff8-ac5f-524b0f3b9833,2021-10-26,489.83,credit card,pending
47c1b080-8714-4b74-93dc-b99524a638d2,1d57b303-a44a-4770-bdf3-62c4bdfca527,2021-01-28,129.77,bank transfer,pending
923fda23-4674-4074-bac2-8218b1fccb4a,9bf90e6c-624d-4797-b7c6-50ce191988f1,2020-04-04,150.19,paypal,completed
b9a4bae9-a866-4f40-b531-b066c7709a2d,ffcb6384-ec91-4831-ba2b-a3b1d9bacd7b,2024-03-25,364.18,bank transfer,failed
6a6c8719-d8f8-48d1-a201-773d9a766459,cbb6f341-e517-47ed-a06a-dd85e23d2358,2024-07-03,150.93,credit card,pending
9cf8307b-3d10-4206-b621-247bff1a2c28,c823cf0b-2c62-4020-9ec9-1fd3d8209a2a,2020-06-17,331.44,credit card,pending
69f92bf2-8eed-45e6-8943-b7d7c53eb7ce,0ccdf01f-6ec5-40db-b4c5-01b57063c854,2020-07-13,10.25,paypal,failed
e9bae4ba-b6e1-4ef1-a871-0051807d4445,71afb3c1-c2a5-4efc-b48d-9171c5e96f38,2022-07-09,451.33,credit card,pending
38eeb4c7-66e3-484f-8fbe-bc53791254f2,b6e7055e-0b5f-4384-aec4-4ec4d8343134,2024-05-14,290.51,credit card,failed
bdac4e83-d878-4f4d-9ecc-92800d001827,6c0b2f92-4516-4dec-aa5b-1b120e3a80aa,2020-04-02,300.0,bank transfer,pending
3aeffaee-4d85-49af-9455-4523a30959aa,708f65e5-0c8f-416f-8451-76786580b973,2022-09-18,208.5,credit card,failed
f8fef64a-1e84-4f07-8827-a36f4ee4bb70,f72ddd6f-fbd0-44de-829f-0272ec9d7784,2024-10-22,159.88,credit card,pending
43b084ca-77ab-48be-b7c2-51dc39be5348,1eb8a6a2-3108-4524-a766-2404b9dfaa72,2024-04-14,46.35,credit card,completed
08c4331b-6ab5-4b35-9c1d-a53629cad293,b78e1a42-3ec6-47ed-bd66-d67e12323555,2021-04-24,249.69,credit card,completed
ef261e0c-4f87-4d09-86f4-ba6e5048f1a8,defc689b-88cc-4792-9915-a2bb314684f5,2021-07-14,416.7,paypal,pending
c2d3644c-176a-4d51-a172-56c16a5f71d5,a26214bd-dc00-4d83-8ad0-4050cec52155,2024-03-29,480.96,bank transfer,failed
04af0228-293f-43ce-be71-4212af8d8138,9d30b9b1-5d7d-4c8b-b809-3e708dec8999,2020-07-22,440.89,credit card,pending
611f8392-9ad4-4ece-8a63-9a6fbd0f9d67,7103f26c-d24d-4f85-8c9e-3c859d050e86,2020-08-22,239.26,paypal,completed
fa26c7d8-d610-4bae-a924-6483f2ec6c11,b20087b8-fa6f-4a25-8e9b-730314683726,2021-01-31,145.55,paypal,pending
4c044dc2-b2f6-4d63-87ae-ebff7a0c1e67,714ead83-f662-43bd-95c9-bf1b164aa75e,2023-03-18,221.22,bank transfer,failed
2989e467-3cb6-4272-b9d1-798d34db623a,85172730-2921-4de3-ae6d-b59f0936dc71,2020-08-28,460.88,paypal,completed
cda79513-b161-45a8-b684-f6b3be2da6fe,88cf90fa-593e-4ecf-b5a7-f60fb16aa82a,2020-02-21,216.8,credit card,failed
a364122c-28c8-451a-845c-853dd171825d,c2176a19-d6f3-4758-bc9d-5ce72307b9fd,2024-06-15,304.04,credit card,completed
c96cc56b-13cc-4f54-8e06-6630daac7745,f020cf1b-fc2a-4cfb-b545-796092694609,2020-03-08,381.06,paypal,failed
1811d591-fc08-4b56-a49e-16289c3f890c,3f1afc7f-a7af-4a79-899c-8bd9700c6318,2021-08-04,63.07,credit card,completed
52549136-411f-4f07-afc4-54a9ebeea821,9a82cea8-2392-44af-bfff-ee434d96510d,2021-04-19,297.98,credit card,completed
421b46ff-ba28-4455-a88a-67a46c61e01b,20b2ca0a-899a-463e-b057-6a920e08a488,2021-08-21,83.43,credit card,failed
233494e4-eaee-43b8-b550-9ae5ae25acff,ddc6206a-73f3-41d7-89b2-99ef2789ccf8,2020-04-27,312.97,bank transfer,completed
553b17e0-5ca7-459b-a59e-57e01d4b922d,821e543f-3a11-4da9-9bbf-d752edc73a4d,2023-04-04,214.3,paypal,pending
cc2c08ba-6abd-49fc-aef7-bb6795fbdd80,1458060c-5b29-43b9-b34f-c98238fa6e40,2022-09-07,345.62,bank transfer,failed
a1ae805f-bbcc-4ec2-936d-fad0ca3e7cb5,188b89d1-cd68-4bb9-a72c-4c52e512d20a,2023-07-13,55.62,bank transfer,completed
66e0ce02-2b49-4d7b-ac54-07b1ae6d5030,b9dba8bd-d595-4e9c-b911-92b1efb87dbd,2021-05-03,298.54,paypal,pending
d728a639-4a15-4794-8950-610154f9f311,a4d3c4ec-6246-4674-a17c-7f6b3504cdae,2021-09-12,235.34,paypal,failed
86c2e34a-61e8-4e22-aca5-5b7caf8fe08f,9acf6f63-5466-4c1b-b420-4aae0c691be9,2022-12-15,424.45,bank transfer,completed
57944ffc-1d2c-4832-a682-dedfa84c67b4,6a6fe5b3-3570-4b02-8867-03175f94e328,2020-07-24,92.3,credit card,pending
3a10dde2-f4b3-46d5-b089-557a730003b6,ad8df066-acdc-4bc6-881d-ecbfcb752932,2020-06-11,205.48,credit card,completed
08f7b5c5-58f9-49b9-8752-807b7b819cc3,f7f8eb4a-3cdc-4142-a17c-969adcd470a0,2023-05-18,112.01,credit card,failed
0d0b52c5-354f-492a-8e21-2b942a876dde,058a7d20-fa4b-4a8f-992a-21f9f8897b7a,2020-12-14,430.55,bank transfer,completed
dc281f27-27c5-447c-b22d-da3e591dcdb7,a3f15d3c-2487-4075-a7a6-855093ec64b0,2023-11-24,182.05,bank transfer,completed
b1cabc46-c5f7-447b-9b0c-9b61ea099936,aa7aeabd-5b18-4db5-9cd5-2fdc5420f373,2023-04-15,39.58,paypal,failed
91d8f169-ef25-4261-8b09-3cb7258e4ffe,79d2f6ed-2d82-43ac-990b-79f3dd847e03,2023-08-11,360.25,bank transfer,failed
ccea0c86-ea07-42f5-8c96-d7e80ce0f107,0b90a8ec-bc82-4386-8f30-ca92350e8565,2021-09-02,360.54,paypal,completed
0332bd00-3936-40d1-952a-2cd53f18ba61,8b964baa-6b5e-4038-9225-c65c4944a1f8,2021-10-06,451.26,paypal,failed
d9eb3bc4-7225-4561-9de8-c41362dbef82,df0d2438-ec9c-4d1c-a36c-79b174d1cbfd,2024-03-12,443.07,bank transfer,completed
42444f47-dd57-44e0-a606-94bc01cc3beb,9c2f96cb-345e-4caf-b96b-15fd73d42c43,2024-02-26,66.01,paypal,pending
19fb2903-935c-4712-a6b3-e5e4305dc821,f1036253-cf2e-4a33-a89e-152ad3f9808f,2020-10-05,43.06,bank transfer,pending
689799f2-8ebc-410c-86c6-84b4f3d856aa,2e4f8399-a14b-4805-8edc-0c38563e5923,2022-04-12,491.37,paypal,pending
aeb2370e-164a-440c-a811-9760fc98c33d,49162cea-1a15-49eb-a24f-8c972af555b6,2022-12-10,430.53,bank transfer,completed
fd571471-41f6-4f5f-8afa-ef811b98ba27,bf64c999-01ac-4883-9eb9-72fc4927861f,2022-11-30,428.66,credit card,completed
2365dc4e-17a8-4362-8e68-7d4cd05305f2,ae8e3ff7-aa9e-4959-bc19-d2b1653dd968,2020-08-16,183.07,paypal,failed
324376d9-f2e3-437b-a71d-32465d3f6a8a,cf87e070-02a6-407d-932b-8d605a838d6c,2023-01-13,98.06,credit card,completed
3967e48b-3622-427e-8ca3-d1662c444048,d4d624b4-d87c-4158-88d3-f940a65f37d6,2023-02-20,78.35,paypal,pending
dd33fc82-b914-4f93-a228-a58efd17dd99,46a18eea-7e7c-4141-9b74-eee2a54f9452,2023-03-30,27.77,bank transfer,completed
2af7141c-349c-4830-9dda-4cb718c9a719,91aa5495-dccd-4e40-8b94-33e2fd199da8,2024-10-04,309.15,credit card,failed
421f1caa-0b2e-44e9-8997-6263a535f600,7bb550bd-427a-4f56-b77a-6205312aa6a6,2021-06-27,281.78,paypal,completed
61a71ece-d4c2-45b5-b9d6-e6384ab77218,0a8ee1da-a22c-4973-a179-a5011a0e80f3,2021-02-10,479.51,bank transfer,failed
9338e223-2ac1-4c5a-8cfb-8c6c5e27eb8d,4bc5ebb3-9f3c-437a-9d2c-46fb12e32d36,2022-05-20,456.12,bank transfer,completed
edd036f7-c760-4d8b-b650-4d86864fb2df,c3399809-043e-4098-8923-9914e1b95414,2024-11-11,444.95,credit card,completed
c1dcc352-0d38-49a5-94b3-487e55a3f225,83a6cbae-0a3c-4a24-a542-af7e1a0719a3,2024-02-15,321.66,paypal,pending
dc57c76a-80a7-4957-a737-b86d61675665,41e1f809-03b9-46c9-adba-d99949892c82,2020-05-09,272.26,bank transfer,pending
95c264e3-0473-40c3-bb49-7b7687814d3e,d0cc94f0-c4cc-4a1b-afb4-6a694cc7cac2,2020-07-22,426.57,bank transfer,completed
fc7670c6-7280-4db0-b116-e997e8eb60a6,d72db126-ef23-4a1e-b4e7-279543807e70,2023-09-23,379.45,paypal,pending
12cee6ff-464d-4d56-9a14-d6bb52894f95,bb968807-dea5-458e-91b7-539f657d85eb,2024-10-12,116.45,paypal,failed
8e9da599-2e4b-42e5-b86f-18d24ebcdc7d,b7d55901-534c-4249-8517-ae7873ca81cd,2023-12-05,209.97,bank transfer,failed
499249a7-a23c-4d86-9121-80b2410cd2cd,f8a25219-7d80-4928-be4a-91d5287af084,2025-01-30,349.67,bank transfer,pending
69ed20e1-5ee0-4850-9b22-49967e3c27f9,61a3d385-4412-42f2-8b96-b240c0b32edf,2021-03-19,23.88,paypal,failed
5e9e4871-e926-4915-9737-7b4babccaea6,d430894d-6c3d-4452-95f0-058a2caf81a9,2024-03-19,425.31,credit card,pending
7a4a9eb2-e471-4a9a-abf4-dc358bd398b8,a99ba9d7-6089-49ef-9680-b292b6bc21f3,2023-04-05,313.79,credit card,pending
9b13b81f-1d25-44d2-984f-6530869a317f,16e4db5c-7061-400f-be58-0ee38087461b,2020-01-17,236.4,bank transfer,completed
a1b005cc-871b-4f09-bbe2-54c399fea619,a12029b7-8f1b-48b6-a847-784e0f2a7d90,2021-09-13,416.02,paypal,failed
3c7c66fd-ead7-451e-9768-18bf56a455d5,a40b50f2-c69f-4a8e-94fa-b404538eba05,2020-05-10,411.61,credit card,pending
64eee147-70c5-4eeb-bc26-68ba5e684b37,c549261c-cc05-4b83-b9c4-a94abe6a7b3d,2021-12-06,12.3,paypal,failed
ca4bee3f-5269-463c-b919-862706360b97,6dbbe880-4b23-4d9e-aa22-a982f01fe4b4,2022-09-22,290.59,credit card,pending
53c029dc-350e-4df5-8ed8-8eb66043184b,d6e1cfa2-f87c-4963-aa8d-d840a59b302c,2020-11-11,135.13,credit card,completed
f7180e1e-b299-428e-b2ae-4337e39470f7,f6faa4d4-d88f-410b-a2fa-72361005d08f,2024-01-09,344.39,credit card,pending
5fe49010-135e-402b-9cac-21e65e13d3b4,333ee978-1807-4125-9f87-a8ee71c9e3bb,2021-05-21,398.56,credit card,failed
309c9721-0ec0-4f37-87ca-b36a5e3d26dd,fbf1b989-3c0b-4d87-bc0b-dae809b3fc47,2023-11-03,464.17,paypal,pending
42db5049-1d81-4473-971e-b92060cd1fd9,34b554c9-d383-4584-9d2e-b97a5a7bed62,2023-02-07,152.9,credit card,failed
9222d72a-f842-44ed-b38e-88935b29e1b2,2978fd6e-0947-4b87-80ea-18e0584b7f8a,2021-10-09,388.53,bank transfer,pending
5c4e5236-807c-4088-9d71-1aee3da9d6ee,c502d652-57d8-43e4-98b1-68a3f3c1e736,2021-06-13,244.93,credit card,pending
9440f3a4-f97f-498a-bdf6-5243e85d9d1c,d6483381-6b37-48db-b8b5-f34b4be85833,2024-05-05,257.71,bank transfer,pending
aa960ac4-e076-49a2-9810-fb0478baf518,60fc9586-379d-4c1f-940e-c06270f87a60,2021-06-19,6.32,credit card,pending
d4a25149-53cc-4d8c-b446-6e8624213d57,6bff2d1e-7647-49a0-844a-4a7ec5c1b1a1,2023-01-29,115.73,credit card,pending
5f6c09bb-1869-433d-b6a4-57f21fa0c0c4,0d45d59c-f129-4f6e-97ec-68e49436cc09,2024-06-08,74.32,bank transfer,pending
9976a6f0-1d1f-4fc1-b063-948587854b87,27d9078e-2725-478f-8fe9-7b1eb55746aa,2024-10-02,163.2,paypal,completed
22f21af1-8bf6-4c5f-954a-4826c79d375c,69b5b843-2a03-485c-bd18-f1d45ebc0364,2022-08-20,98.32,credit card,pending
de5bee47-0758-4620-af4a-40470fe5e416,30df5e19-f8d0-4c44-ad35-b76d6ada88f0,2021-03-05,44.91,paypal,failed
de784ea4-06ed-407b-b33a-004804c353c7,1123bfdc-5e89-4dc2-b19c-c03acbf2d3e7,2020-10-12,239.62,paypal,completed
472f7359-3052-461d-815c-b49dae51ecce,b092354e-a6fa-428c-89c7-d2eb48dcd72b,2025-01-20,183.91,credit card,failed
6b827479-956f-4dae-841e-a8430f3dd9c6,a1defca4-d92c-40d6-bb69-5349f2c40c7e,2024-03-04,347.36,bank transfer,failed
c722be69-9bb4-45ec-80a1-1c1a36741fe6,31bdba5a-b9ed-4473-bbad-e7521c0f05f2,2021-01-24,48.46,credit card,pending
81d4d483-63eb-4ddd-a7eb-3a422770cc8e,79366329-3d37-4b1d-b121-23c120253f40,2020-01-02,50.83,paypal,completed
e3ca8abc-cbbb-4f65-88d7-c3d1a611e7b0,a4e2d72b-0874-4fb4-8e41-809c1a6cd12d,2024-03-30,15.92,bank transfer,completed
4e57c78a-a818-4894-90ec-1cd430a8e350,98390157-77b9-41f1-bc15-fd18c6a6905c,2020-08-02,132.85,credit card,pending
6cd3387b-b508-4170-b59e-2b9bcba9533b,6851991c-1035-42c5-8d0e-7831aa56a3a9,2021-01-09,488.82,credit card,pending
d5015537-1aa0-43c0-bcb1-b694c79fd71e,fc27ee4f-8c55-47de-856e-5572a5014598,2020-12-27,292.34,credit card,completed
82d3e56a-c566-451a-a9ac-42fd3d29d67e,6a782660-3ebe-4b60-8a90-77ffb56846a5,2020-05-18,386.99,paypal,pending
dbbe88ac-23f8-458f-a4e1-4e45310a4975,bb7d7a97-211d-4583-b02f-2b4e1e987995,2024-09-13,314.36,paypal,failed
8e9559a2-79e1-4108-b26f-ca57f0ad78f6,6b0d299a-a7fb-417a-a26a-ebe0d95957e2,2021-05-15,447.18,bank transfer,pending
b1d85be8-0c11-476a-8a0b-d17bfce93317,6485af44-367a-4686-b08e-6b2f99a07ea5,2020-08-16,116.93,paypal,failed
2b609389-375c-4c6a-8660-1f16dc66c779,8627c694-5de2-45ea-a2ff-abf64e119dcb,2020-05-09,25.81,credit card,failed
bc825f94-3996-4cb5-8401-a1ef11444db9,d2b958c5-0a47-422e-a092-d3ca1789ec5d,2024-05-12,93.19,credit card,failed
8672fda2-2b4f-42af-9028-cc4607fdec64,081cb1e1-ff8d-4b3d-aefd-6a729840fca9,2022-08-05,190.86,credit card,pending
1446eb63-b29b-4ecb-ad2f-830e323c0d16,2beb32dd-4417-4fd4-9833-c89ee9d6883a,2022-10-21,103.35,credit card,pending
f6fd7963-7c4a-47a5-bd40-53e1423e5f0e,ae7c0fad-80af-4350-8256-5a913b7f84be,2020-09-04,78.61,credit card,completed
fab781c8-1ff7-4a77-9952-3ff5804c5da6,d52e648b-de28-466f-8b0d-10e2db2cb975,2020-09-26,106.57,paypal,failed
db844edc-1ad3-41e7-8d34-ed75fc25f7cd,2bb43d48-168b-46bd-8c30-214f4726de1f,2024-02-07,72.77,paypal,failed
09b22699-2544-4fff-adfd-bb33a5aa7e4f,8760b0da-831b-4c48-b1c4-89373d611420,2022-09-30,39.41,credit card,pending
635f4512-9885-4007-a9cd-8d5a1f82ee71,907d5cc3-f709-4fde-8dbf-90784c241b83,2025-03-09,291.41,credit card,pending
8d8d6421-9867-4d75-b487-2cdc0cf07b10,1b2691da-85a9-4287-93b0-11e3f3183309,2020-08-09,107.74,paypal,pending
3cb96851-0bab-4906-9eb0-ebea9c2df39e,d687d846-fb05-48d3-94f4-431dde3c31a3,2022-03-31,348.2,credit card,failed
98d12c5f-c16c-4361-900c-1a8e040bb732,ca61e10c-3a2e-4474-a49c-94475d40582a,2023-11-22,451.06,paypal,failed
48da2ba5-9d86-4db4-8f19-87c162ae203f,d60bac9e-c5e2-4868-804f-1784f4fbdd47,2021-11-06,487.6,paypal,pending
a8e64bc1-273e-48e0-9067-c69f884b3900,cf006d3a-3d6d-4b4a-92b9-93f9ed5af60c,2022-02-23,278.2,credit card,pending
1bfa6ede-0002-49af-b18a-1e874fc69614,caa432c9-3ec5-4bb3-afb9-8454e9ee2534,2023-05-20,378.3,bank transfer,pending
360f0fb3-0ba6-4db2-8e8b-0e8f10579f7c,bac2ab0e-1d1b-45aa-8d98-e759cb6b51d0,2023-06-26,458.49,paypal,failed
27ad9673-ce63-4360-bb52-da72d9ccec09,ce91d646-66fb-4bfe-9c88-77f134fbb91d,2021-06-28,395.94,credit card,failed
4d4483e2-c051-494d-b4d4-19f0bf21df95,72ca7dec-feed-42dc-9d9e-b250831a8e1f,2023-08-26,310.6,bank transfer,pending
fa483dc9-fc6b-4085-a167-c2385bab1176,f214e68a-3d8f-44e0-a04f-659f69e4ee22,2020-04-22,208.37,credit card,completed
c12099a7-6e44-492b-870b-015d0666f952,ab04e1d5-295b-4ecb-9689-2250ef423165,2020-12-18,381.03,credit card,completed
ef4793b4-301f-47d0-a71e-f4c63ca62f1e,350cee3c-95fd-4234-9d7b-e325f3d6f338,2021-03-01,144.19,credit card,completed
5259bfd0-95b9-4056-8524-d1ab60d76fd9,ea44a3c8-4f52-4520-bad3-4009ff2a970f,2023-09-15,114.9,bank transfer,failed
979cdf78-db87-443c-af5b-0b8c969a59d1,5d7bb0d8-b602-4666-9a1d-fe0d30204f9b,2024-11-23,380.66,credit card,failed
ab763801-e738-4a1b-aaff-513b9febda0f,10916073-cfdc-4a1e-9729-d89abcf6b9f0,2021-04-14,196.36,credit card,pending
270c71d9-fefb-4b16-b2b0-ccaf49a5122c,13ec07a3-b0a3-4993-b9c7-fa4ae3e5c3ae,2022-04-21,307.24,bank transfer,failed
945a5f29-cb03-4048-960a-f9103b135433,225f9eb8-a4d0-492b-840b-a4e3c5fdaa31,2023-10-31,250.35,paypal,completed
543f75a3-e602-481f-8c80-dd96ac3af2ce,d27b92fd-119f-4572-87b1-cdbff8e148ae,2022-07-31,390.22,credit card,failed
94472814-e702-4f7d-8ca8-4447deb580bf,5c2e64d6-e415-4d29-ba8d-848d2413c1e9,2023-02-24,464.79,paypal,failed
c235c840-4ff1-48b1-b92d-666648d8955b,a08e46db-2a6d-41f1-9f09-31eeb1e30d06,2023-12-08,236.31,paypal,failed
6e9ac343-6d0c-4865-b75d-1379e0ea8792,4f4a5e2c-ebde-4722-9184-ced2e702677f,2021-06-13,197.41,bank transfer,completed
79c2d9c1-c920-4682-9ed1-8ee7dac1ea68,fffc0027-aa1b-423b-aacc-4ad136ad7e3c,2024-04-18,160.67,bank transfer,failed
cd25d7ea-1846-4c34-8d3e-1cdb058eed8d,d06574ea-44e5-496d-a24a-d40d01f1519b,2024-08-11,212.14,paypal,completed
b4d43a05-f46b-483c-a812-e4e0f1c2660d,70d45f5e-9f86-4cbe-9cf0-e84fcab989d9,2020-12-11,254.22,paypal,completed
284f96c0-06c9-4c21-9257-9fe93adcd3e4,a639b0a1-8b67-4c34-a414-2a90e3fa6507,2021-04-30,100.8,credit card,failed
